sentence,emotion
i feel empty of emotions of words and feel that i do not have anything worthy adding to this world anymore,sad
i was really wondering what god the father was feeling when he knew that he had to give up his only son for all of mankind some who would reject him in the most spiteful hurtful ways,anger
i am at the point in my pregnancy now that i can feel my sweet baby moving,love
i coach myself to accept my overwhelming feelings during these sorrowful and poignant moments,sad
i get a similar feeling when i tank instances for impatient players,anger
i was feeling all nostalgic for halloween when i was a kid and decided to do a nail art based on one of my favorite halloween cartoons growi,love
im hoping youll make it so much harder for me to get off the bike and into a support vehicle when i feel exhausted as i want to cycle the full distance,sad
i am not really feeling much like writing about it now even though it was a lovely time,love
i feel like i look cute my mood is amazing and im happy,joy
i feel burdened with my own life choices i get nostalgic and remember my childhood those were such simpler times,sad
i did state somewhere that these postings are ultimately composed around whatever topic i feel like spending my precious and often short bursts of time writing about,joy
i feel like i have to do it this way to avoid attachment or trusting any of them,joy
i can look back and see the route i took to get here and feel amazed that i made it all,suprise
im feeling inspired tonight,joy
i do not feel so pressured to make a painting,fear
